Virus Strain Name,Accession ID,Data Source,Related ID,Nuc.Completeness,Sequence Length,Sequence Quality,Quality Assessment,Host,Sample Collection Date,Location,Originating Lab,Submission Date,Submitting Lab
Chongqing/ZX01/2020,EPI_ISL_408479,GISAID,,Complete,29893,High,0/0/0/0/NO,Homo sapiens,2020-01-24,China / Chongqing / Zhongxian,"Zhongxian Center for Disease Control and Prevention, Zhongxian, Chongqing Municipality, China",2020-02-09,"Chongqing Municipal Center for Disease Control and Prevention, Chongqing, China"
Jiangsu/IVDC-JS-001/2020,EPI_ISL_408488,GISAID,,Complete,29890,High,0/0/2/1/NO,Homo sapiens,2020-01-20,China / Jiangsu / Huaian,"National Institute for Viral Disease Control & Prevention, CCDC",2020-02-09,"National Institute for Viral Disease Control & Prevention, CCDC"
France/IDF0515/2020,EPI_ISL_408430,GISAID,,Complete,29863,High,0/0/3/0/NO,Homo sapiens,2020-01-30,France / Ile De France / Paris,"Department of Infectious and Tropical Diseases, Bichat Claude Bernard Hospital, Paris, France",2020-02-08,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris, France"
Chongqing/IVDC-CQ-001/2020,EPI_ISL_408481,GISAID,,Complete,29891,High,0/0/1/0/NO,Homo sapiens,2020-01-19,China / Chongqing,"National Institute for Viral Disease Control and Prevention, China CDC, Beijing, China",2020-02-09,"National Institute for Viral Disease Control and Prevention, China CDC, Beijing, China"
Wuhan/IVDC-HB-envF13-20/2020,EPI_ISL_408514,GISAID,,Complete,29891,High,0/0/2/0/NO,Environment,2020-01-02,China / Hubei / Wuhan,"Institute of Viral Disease Control and Prevention, China CDC, Beijing, China",2020-02-09,"Institute of Viral Disease Control and Prevention, China CDC, Beijing, China"
BetaCoV/Shandong/IVDC-SD-001/2020,EPI_ISL_408482,GISAID,,Complete,29891,High,0/0/7/0/NO,Homo sapiens,2020-01-19,China / Shandong / Qingdao,"National Institute for Viral Disease Control and Prevention, China CDC ",2020-02-09,"National Institute for Viral Disease Control & Prevention, CCDC"
2019-nCoV/Japan/TY/WK-012/2020,LC522973,GenBank,EPI_ISL_408665,Complete,29878,High,0/0/5/0/NO,Homo sapiens,2020-01-29,Japan / Tokyo,"Dept. of Virology III, National Institute of Infectious Diseases",2020-02-10,"Pathogen Genomics Center, National Institute of Infectious Diseases"
2019-nCoV/Japan/TY/WK-501/2020,LC522974,GenBank,EPI_ISL_408666,Complete,29878,High,0/0/4/0/NO,Homo sapiens,2020-01-31,Japan / Tokyo,"Dept. of Virology III, National Institute of Infectious Diseases",2020-02-10,"Pathogen Genomics Center, National Institute of Infectious Diseases"
2019-nCoV/Japan/TY/WK-521/2020,LC522975,GenBank,EPI_ISL_408667,Complete,29878,High,0/0/5/0/NO,Homo sapiens,2020-01-31,Japan / Tokyo,"Dept. of Virology III, National Institute of Infectious Diseases",2020-02-10,"Pathogen Genomics Center, National Institute of Infectious Diseases"
BetaCoV/Vietnam/VR03-38142/2020,EPI_ISL_408668,GISAID,EPI_ISL_416427,Complete,29889,High,"0/0/11/2/25~28(4-2-0.50,Deletion:25-26; SNP:28)",Homo sapiens,2020-01-24,Vietnam / Thanh Hoa,National Influenza Center - National Institute of Hygiene and Epidemiology (NIHE),2020-02-10,National Influenza Center - National Institute of Hygiene and Epidemiology (NIHE)
2019-nCoV/Japan/KY/V-029/2020,LC522972,GenBank,EPI_ISL_408669,Complete,29878,High,0/0/4/0/NO,Homo sapiens,2020-01-29,Japan / Kyoto,"Dept. of Virology III, National Institute of Infectious Diseases",2020-02-10,"Pathogen Genomics Center, National Institute of Infectious Diseases"
2019-nCoV/USA-WI1/2020,MT039887,GenBank,EPI_ISL_408670,Complete,29879,High,0/0/2/1/NO,Homo sapiens,2020-01-31,United States / Wisconsin,Wisconsin Department of Health Services,2020-02-10,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention"
BetaCoV/Sydney/2/2020,EPI_ISL_408976,GISAID,,Complete,29741,High,0/0/3/1/NO,Homo sapiens,2020-01-22,Australia / New South Wales / Sydney,Centre for Infectious Diseases and Microbiology Laboratory Services,2020-02-11,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney
BetaCoV/Sydney/3/2020,EPI_ISL_408977,GISAID,,Complete,29782,High,0/0/1/0/NO,Homo sapiens,2020-01-25,Australia / New South Wales / Sydney,"Serology, Virology and OTDS Laboratories (SAViD), NSW Health Pathology Randwick",2020-02-11,NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Centre for Infectious Diseases and Microbiology Laboratory Services; Westmead Hospital; University of Sydney
2019-nCoV/USA-MA1/2020,MT039888,GenBank,EPI_ISL_409067,Complete,29882,High,0/1/5/0/NO,Homo sapiens,2020-01-29,United States / Massachusetts,Massachusetts Department of Public Health,2020-02-11,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention"
SARS-CoV-2/CA6/human/2020/USA,MT044258,GenBank,EPI_ISL_410044,Complete,29858,High,0/0/2/2/NO,Homo sapiens,2020-01-27,United States / California,California Department of Public Health,2020-02-11,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention"
SARS-CoV-2/IL2/human/2020/USA,MT044257,GenBank,EPI_ISL_410045,Complete,29882,High,0/0/7/0/NO,Homo sapiens,2020-01-28,United States / Illinois,IL Department of Public Health Chicago Laboratory,2020-02-11,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention"
SNU01,MT039890,GenBank,EPI_ISL_411929,Complete,29903,High,0/0/9/0/NO,Homo sapiens,2020-01,South Korea,,2020-02-11,"Department of Clinical Diagnostics, Macrogen"
SARS-CoV-2/Yunnan-01/human/2020/CHN,MT049951,GenBank,,Complete,29903,High,0/0/5/0/NO,Homo sapiens,2020-01-17,China / Yunnan,,2020-02-09,"Yunnan Center for Disease Control Prevention, Institute for Acute Communicable Disease Prevention and Control"
BetaCov/Taiwan/NTU02/2020,MT066176,GenBank,EPI_ISL_410218,Complete,29870,High,0/0/2/0/NO,Homo sapiens,2020-02-05,China / Taiwan / Taipei,"Department of Laboratory Medicine, National Taiwan University Hospital",2020-02-13,"Microbial Genomics Core Lab, National Taiwan University Centers of Genomic and Precision Medicine"
SARS0CoV-2/61-TW/human/2020/ NPL,MT072688,GenBank,EPI_ISL_410301,Complete,29811,High,0/0/1/0/NO,Homo sapiens,2020-01-13,Nepal / Kathmandu,"National Influenza Centre, National Public health Laboratory, Kathmandu, Nepal",2020-02-14,The University of Hong Kong
BetaCoV/Beijing/IVDC-BJ-005/2020,EPI_ISL_408485,GISAID,,Complete,29890,High,"6/0/15/1/24140~24144(5-5-1.00,SNP:24140; SNP:24141; SNP:24142; SNP:24143; SNP:24144)",Homo sapiens,2020-01-18,China / Beijing,"National Institute for Viral Disease Control and Prevention, China CDC ",2020-02-09,"National Institute for Viral Disease Control & Prevention, CCDC"
BetaCoV/Japan/NA-20-05-1/2020,EPI_ISL_410531,GISAID,,Complete,29878,High,0/0/0/0/NO,Homo sapiens,2020-01-25,Japan / Nara,"Dept. of Pathology, National Institute of Infectious Diseases",2020-02-17,"Pathogen Genomics Center, National Institute of Infectious Diseases"
BetaCoV/Japan/OS-20-07-1/2020,EPI_ISL_410532,GISAID,,Complete,29878,High,0/0/0/0/NO,Homo sapiens,2020-01-23,Japan / Osaka,"Dept. of Pathology, National Institute of Infectious Diseases",2020-02-17,"Pathogen Genomics Center, National Institute of Infectious Diseases"
BetaCoV/Singapore/4/2020,EPI_ISL_410535,GISAID,,Complete,29409,High,0/0/3/0/NO,Homo sapiens,2020-02-03,Singapore,National Centre for Infectious Diseases,2020-02-17,"Programme in Emerging Infectious Diseases, Duke-NUS Medical School"
BetaCoV/Singapore/5/2020,EPI_ISL_410536,GISAID,,Complete,29843,High,0/0/2/0/NO,Homo sapiens,2020-02-06,Singapore,"Singapore General Hospital, Molecular Laboratory, Division of Pathology",2020-02-17,"Programme in Emerging Infectious Diseases, Duke-NUS Medical School"
BetaCoV/Singapore/6/2020,EPI_ISL_410537,GISAID,,Complete,29829,High,0/0/1/0/NO,Homo sapiens,2020-02-09,Singapore,"Singapore General Hospital, Molecular Laboratory, Division of Pathology",2020-02-17,"Programme in Emerging Infectious Diseases, Duke-NUS Medical School"
BetaCoV/pangolin/Guangxi/P4L/2017,EPI_ISL_410538,GISAID,,Complete,29806,High,1/0/NA/NA/NA,Manis javanica,2017,China / Guangxi,Beijing Institute of Microbiology and Epidemiology,2020-02-17,Beijing Institute of Microbiology and Epidemiology
BetaCoV/pangolin/Guangxi/P1E/2017,EPI_ISL_410539,GISAID,,Complete,29801,High,0/0/NA/NA/NA,Manis javanica,2017,China / Guangxi,Beijing Institute of Microbiology and Epidemiology,2020-02-17,Beijing Institute of Microbiology and Epidemiology
BetaCoV/pangolin/Guangxi/P5L/2017,EPI_ISL_410540,GISAID,,Complete,29806,High,0/0/NA/NA/NA,Manis javanica,2017,China / Guangxi,Beijing Institute of Microbiology and Epidemiology,2020-02-17,Beijing Institute of Microbiology and Epidemiology
BetaCoV/pangolin/Guangxi/P5E/2017,EPI_ISL_410541,GISAID,,Complete,29806,High,4/0/NA/NA/NA,Manis javanica,2017,China / Guangxi,Beijing Institute of Microbiology and Epidemiology,2020-02-17,Beijing Institute of Microbiology and Epidemiology
BetaCoV/pangolin/Guangxi/P2V/2017,EPI_ISL_410542,GISAID,,Complete,29795,High,10/0/NA/NA/NA,Manis javanica,2017,China / Guangxi,Beijing Institute of Microbiology and Epidemiology,2020-02-17,Beijing Institute of Microbiology and Epidemiology
BetaCoV/Italy/INMI1-isl/2020,EPI_ISL_410545,GISAID,,Complete,29867,High,1/0/2/0/NO,Homo sapiens,2020-01-29,Italy / Rome,INMI Lazzaro Spallanzani IRCCS,2020-02-17,"Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS"
BetaCoV/Italy/INMI1-cs/2020,EPI_ISL_410546,GISAID,,Complete,29785,High,0/0/2/0/NO,Homo sapiens,2020-01-31,Italy / Rome,INMI Lazzaro Spallanzani IRCCS,2020-02-17,"Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS"
BetaCoV/Singapore/7/2020,EPI_ISL_410713,GISAID,,Complete,29891,High,0/0/2/0/NO,Homo sapiens,2020-01-27,Singapore,"National Public Health Laboratory, National Centre for Infectious Diseases",2020-02-18,"National Public Health Laboratory, National Centre for Infectious Diseases"
BetaCoV/Singapore/8/2020,EPI_ISL_410714,GISAID,,Complete,29758,High,0/0/2/0/NO,Homo sapiens,2020-02-03,Singapore,"National Public Health Laboratory, National Centre for Infectious Diseases",2020-02-18,"National Public Health Laboratory, National Centre for Infectious Diseases"
BetaCoV/Singapore/9/2020,EPI_ISL_410715,GISAID,,Complete,29891,High,0/0/2/0/NO,Homo sapiens,2020-02-04,Singapore,"National Public Health Laboratory, National Centre for Infectious Diseases ",2020-02-18,"National Public Health Laboratory, National Centre for Infectious Diseases "
BetaCoV/Singapore/10/2020,EPI_ISL_410716,GISAID,,Complete,29889,High,0/0/2/0/NO,Homo sapiens,2020-02-04,Singapore,"National Public Health Laboratory, National Centre for Infectious Diseases ",2020-02-18,"National Centre for Infectious Diseases, National Centre for Infectious Diseases"
BetaCoV/Australia/QLD03/2020,EPI_ISL_410717,GISAID,,Complete,29865,High,0/0/5/0/NO,Homo sapiens,2020-02-05,Australia / Queensland / Gold Coast,Pathology Queensland,2020-02-18,Public Health Virology Laboratory
BetaCoV/Australia/QLD04/2020,EPI_ISL_410718,GISAID,,Complete,29865,High,0/0/4/0/NO,Homo sapiens,2020-02-05,Australia / Queensland / Gold Coast,Pathology Queensland,2020-02-18,Public Health Virology Laboratory
BetaCoV/Singapore/11/2020,EPI_ISL_410719,GISAID,,Complete,29845,High,0/0/2/0/NO,Homo sapiens,2020-02-02,Singapore,National Public Health Laboratory,2020-02-18,National Public Health Laboratory
BetaCoV/France/IDF0372-isl/2020,EPI_ISL_410720,GISAID,,Complete,29874,High,0/0/2/0/NO,Homo sapiens,2020-01-23,France / Ile-de-France / Paris,"Department of Infectious and Tropical Diseases, Bichat Claude Bernard Hospital, Paris",2020-02-18,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
BetaCoV/pangolin/Guandong/1/2020,EPI_ISL_410721,GISAID,,Complete,29676,High,10/0/NA/NA/NA,Manis javanica,2019,China / Guangdong,South China Agricultural University,2020-02-18,South China Agricultural University
BetaCoV/France/IDF0515-isl/2020,EPI_ISL_410984,GISAID,,Complete,29903,High,0/0/3/0/NO,Homo sapiens,2020-01-29,France / Ile-de-France / Paris,"Department of Infectious and Tropical Diseases, Bichat Claude Bernard Hospital, Paris ",2020-02-18,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
BetaCoV/Fujian/8/2020,EPI_ISL_411060,GISAID,,Complete,29871,High,0/0/3/0/NO,Homo sapiens,2020-01-21,China / Fujian,Fujian Center for Disease Control and Prevention,2020-02-19,Fujian Center for Disease Control and Prevention
BetaCoV/Fujian/13/2020,EPI_ISL_411066,GISAID,,Complete,29891,High,0/0/2/0/NO,Homo sapiens,2020-01-22,China / Fujian,Fujian Center for Disease Control and Prevention,2020-02-19,Fujian Center for Disease Control and Prevention
BetaCoV/France/IDF0571/2020,EPI_ISL_411218,GISAID,,Complete,29873,High,0/0/3/0/NO,Homo sapiens,2020-02-02,France / Ile-de-France / Paris,"Sorbonne Université, INSERM et Assistance Publique-Hôpitaux de Paris (Pitié Salpétrière)",2020-02-19,"Laboratoire Virpath, CIRI U111, UCBL1, INSERM, CNRS, ENS Lyon"
BetaCoV/France/IDF0386/2020,EPI_ISL_411219,GISAID,,Complete,29872,High,0/0/2/0/NO,Homo sapiens,2020-01-28,France / Ile-de-France / Paris,"Sorbonne Université, INSERM et Assistance Publique-Hôpitaux de Paris (Pitié Salpétrière) ",2020-02-19,"Laboratoire Virpath, CIRI U111, UCBL1, INSERM, CNRS, ENS Lyon"
BetaCoV/France/IDF0386/2020,EPI_ISL_411220,GISAID,,Complete,29878,High,0/0/2/0/NO,Homo sapiens,2020-01-28,France / Ile-de-France / Paris,"Sorbonne Université, INSERM et Assistance Publique-Hôpitaux de Paris (Pitié Salpétrière)",2020-02-19,"Laboratoire Virpath, CIRI U111, UCBL1, INSERM, CNRS, ENS Lyon "
BetaCoV/Cambodia/0012/2020,EPI_ISL_411902,GISAID,,Complete,29873,High,0/0/1/0/NO,Homo sapiens,2020-01-27,Cambodia / Sihanoukville,"Virology Unit, Institut Pasteur du Cambodge.",2020-02-21,"Virology Unit, Institut Pasteur du Cambodge (Sequencing done by: Jessica E Manning/Jennifer A Bohl at Malaria and Vector Research Research Laboratory, National Institute of Allergy and Infectious Diseases and Vida Ahyong from Chan-Zuckerberg Biohub) "
BetaCoV/Taiwan/3/2020,EPI_ISL_411926,GISAID,,Complete,29891,High,0/0/3/0/NO,Homo sapiens,2020-01-24,China / Taiwan / Taipei,Taiwan Centers for Disease Control,2020-02-21,Taiwan Centers for Disease Control
BetaCoV/Taiwan/4/2020,EPI_ISL_411927,GISAID,,Complete,29890,High,0/0/0/0/NO,Homo sapiens,2020-01-28,China / Taiwan / Taipei,Taiwan Centers for Disease Control,2020-02-21,Taiwan Centers for Disease Control
SARS-CoV-2/WH-09/human/2020/CHN,MT093631,GenBank,EPI_ISL_411957,Complete,29911,High,"0/0/5/1/3~9(7-4-0.57,SNP:3; SNP:7; SNP:8; Insertion:9)",Homo sapiens,2020-01-08,China,,2020-02-21,"Key Laboratory of Human Diseases Comparative Medicine, Institute of Laboratory Animal Science, CAMS&PUMC"
SARS-CoV-2/01/human/2020/SWE,MT093571,GenBank,EPI_ISL_411951,Complete,29886,High,"0/0/7/0/13225~13226(2-2-1.00,SNP:13225; SNP:13226)",Homo sapiens,2020-02-07,Sweden,,2020-02-20,"Unit for Laboratory Development and Technology Transfer, Public Health Agency of Sweden"
BetaCoV/Jiangsu/JS01/2020,EPI_ISL_411950,GISAID,,Complete,29891,High,0/0/3/0/NO,Homo sapiens,2020-01-23,China / Jiangsu,"NHC Key laboratory of Enteric Pathogenic Microbiology, Institute of Pathogenic Microbiology",2020-02-22,Jiangsu Provincial Center for Disease Control & Prevention
BetaCoV/Jiangsu/JS02/2020,EPI_ISL_411952,GISAID,,Complete,29891,High,0/0/5/0/NO,Homo sapiens,2020-01-24,China / Jiangsu,"NHC Key laboratory of Enteric Pathogenic Microbiology, Institute of Pathogenic Microbiology",2020-02-22,Jiangsu Provincial Center for Disease Control & Prevention
BetaCoV/Jiangsu/JS03/2020,EPI_ISL_411953,GISAID,,Complete,29891,High,0/0/0/0/NO,Homo sapiens,2020-01-24,China / Jiangsu,"NHC Key laboratory of Enteric Pathogenic Microbiology, Institute of Pathogenic Microbiology",2020-02-22,Jiangsu Provincial Center for Disease Control & Prevention
2019-nCoV/USA-CA7/2020,MT106052,GenBank,EPI_ISL_411954,Complete,29882,High,0/0/4/0/NO,Homo sapiens,2020-02-06,United States / California,California Department of Public Health ,2020-02-22,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention "
2019-nCoV/USA-CA8/2020,MT106053,GenBank,EPI_ISL_411955,Complete,29882,High,0/0/1/0/NO,Homo sapiens,2020-02-10,United States / California,California Department of Public Health ,2020-02-22,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention "
2019-nCoV/USA-TX1/2020,MT106054,GenBank,EPI_ISL_411956,Complete,29882,High,0/0/7/0/NO,Homo sapiens,2020-02-11,United States / Texas,Texas Department of State Health Services,2020-02-22,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention "
BetaCoV/Hefei/2/2020,EPI_ISL_412026,GISAID,,Complete,29870,High,0/0/0/0/NO,Homo sapiens,2020-02-23,China / Anhui / Hefei,Second Hospital of Anhui Medical University,2020-02-24,Second Hospital of Anhui Medical University
BetaCoV/Hong Kong/VM20001061/2020,EPI_ISL_412028,GISAID,,Complete,29851,High,0/1/8/0/NO,Homo sapiens,2020-01-22,China / Hong Kong,Hong Kong Department of Health,2020-02-24,"School of Public Health, The University of Hon g Kong"
BetaCoV/Hong Kong/VM20001988/2020,EPI_ISL_412029,GISAID,,Complete,29793,High,0/0/2/0/NO,Homo sapiens,2020-01-30,China / Hong Kong,Hong Kong Department of Health,2020-02-24,The University of Hong Kong
BetaCoV/Hong Kong/VB20026565/2020,EPI_ISL_412030,GISAID,,Complete,29843,High,0/0/2/0/NO,Homo sapiens,2020-02-01,China / Hong Kong,Hong Kong Department of Health,2020-02-24,"School of Public Health, The University of Hon g Kong"
BetaCoV/England/03/2020,EPI_ISL_412116,GISAID,,Complete,29903,High,1/0/4/0/NO,Homo sapiens,2020-02-09,United Kingdom,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-02-24,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
BetaCoV/Jingzhou/HBCDC-HB-01/2020,EPI_ISL_412459,GISAID,,Complete,29848,High,0/0/5/0/NO,Homo sapiens,2020-01-08,China / Hubei / Jingzhou,Jingzhou center for disease control and prevention,2020-02-26,Hubei Provincial Center for Disease Control and Prevention
